PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
195,1,3,gkyzknkdgzjlbjrzqhilbaxtpossulykguprzlef195,male,17.288636105579933,0,3,347081,72.2536395280502,C87,
196,1,3,ouhwiphwaorfwnnitonyhypongvcgmcfhbbwqkoo196,male,50.70421221709349,4,5,248723,85.64563171359009,C83,
197,0,3,tzkouvvhxuafhlxpdtaniqthhikvenqitwpkkkze197,female,53.653640671815594,2,1,2620,46.44167088002875,E34,
198,0,1,fgssypmoczbbvmblbdsxkbamubxywehtwqvbreuj198,male,23.7983096756261,4,2,113783,78.8983660179926,F4,
199,0,2,hqzoipqjfvmqmyzpjzieeeolvryxutoxojlqpmal199,male,10.638674503801655,0,2,343120,139.03930646027376,B86,C
200,1,3,hutifhcdiqqhhilawerurfzzznkhzfflndxojfvn200,female,6.0479230524042205,5,2,2693,495.73793417246213,A5,
201,0,2,nkmhzhsvkjmnzphqmpejgmuvhwmedtyibpxomgkf201,male,41.81062069189882,8,4,373450,11.567897368167463,D,S
202,0,1,vlebxiosmsdwuixolincdgzioarrbtrsuifzbcon202,male,54.9395800736321,2,4,31418,251.89971097737447,C82,S
203,1,2,pzevzpnuonexouoauhmqdhmfbroitftqlevkiivh203,female,21.979123455550724,1,0,234360,115.59169874662358,D17,S
204,0,3,jorifmrapzrldzxqgeulrbhwixwydwhdstfxxaac204,male,58.76087744222682,3,3,112058,76.52268422494583,B49,C
205,0,1,mlkpoxtymxrjrdsdxxxzcsvcwdfcopamqihltcnl205,male,32.4381363704221,4,4,113792,278.2321740824985,B30,C
206,1,3,ytmvfbpyimorxbrdbcpexoeefysttgrktywbgvac206,male,73.81405636289122,2,1,370370,54.27735289744122,D56,Q
207,0,3,fjpfgdeixsbgphvjqkqlslvavrjrielrjbnwudjr207,male,25.325463928396502,1,6,345773,33.73409934505404,B38,
208,0,2,ljqalwpyttzlvarajzjwjolielwemlntvmcxcejm208,female,36.858434870474674,1,1,349219,333.59612690084344,B57 B59 B63 B66,C
209,1,1,muuovcxygqaeguitobrjmihmuymezaahclwruncp209,female,58.225213484936944,4,4,PC 17757,198.1113851677373,C65,
210,0,1,gseqyvdqijxbcwischqybwtecztvdnjyfadcuyni210,male,42.14882982665368,0,4,W./C. 14263,205.42353663703094,C82,C
211,1,2,kxftktwcbmdxxncmqbiytqjiiefftecctvatwfqe211,female,54.38083019901981,0,4,244358,48.311068527468706,C46,
212,1,3,xesyjsvhacdikgduxkskkfgepsczvmqmplvbnrzf212,female,79.0270738889223,1,2,36864,184.26797976351722,C126,Q
213,0,3,fzuzmnxbdqqefhcfkcbovwrgaapagpggiaogolcv213,male,55.66393923875559,5,1,2628,36.21748077651801,C126,Q
214,1,3,aqduntxxfmzpxpnhvyulydxaehsocspsazwxplcr214,male,,2,2,112052,308.98674740073426,D7,C
215,0,1,hgeqnzoqljeyugwxsaxtfggemribjhesayqlhsxr215,female,,8,0,A/4 45380,7.97324836926844,,
216,1,1,shsezkanvcuokhqmmuahxyxsgmtesoufydgmkcwf216,female,34.219944445423266,4,2,2700,138.06029514774357,C91,Q
217,0,3,robscjismrnvizspawmenonllhvyldpmogstipou217,male,13.59867976249274,4,6,315086,129.4202726445786,D26,Q
218,0,1,riobvlvjmapivhkbjcnklonzaylhstbegfzsfyjr218,female,73.89976420446769,3,1,350034,70.89485060510461,B101,C
219,1,2,igunpzdraolhjytdsoarysucyeegtgbncvqposhl219,male,35.47119346643689,0,6,CA. 2314,402.46916163623837,C23 C25 C27,Q
220,1,3,sdxdanuthvsqknnbxywnlfvscylbgyafpcoituxh220,male,63.58668998296,0,2,364498,111.63355154204089,C99,
221,0,2,weymjntlfxnsmnrokpbwnptdybohmuqfljfyaluf221,female,15.589599015875399,8,0,PC 17596,456.8744966301691,A6,
222,1,2,hrcvhdmgcmtuafitixqfcrzncjiftdryjgndnrsr222,female,40.95805714902824,1,5,2650,360.61371250286334,E8,
223,0,3,ylupesfvrvrcjwztnrrvfqzhrdpnvggucdracefp223,male,16.33369361027276,4,0,C.A. 17248,26.999912811156996,D17,Q
224,0,3,jooymzapascrqylumvwfvjiuzxvydhvtylekyguk224,female,54.666060175714925,2,2,236852,34.70979851324063,A34,
225,0,1,wzfhiarmizaugvzqjdkhhjtswunikmzzuwytnhsp225,female,20.64711539264923,0,2,SOTON/O2 3101272,432.96534241183844,B37,
226,0,2,bfszgwzxbrmlatvmnarfjekcixcckznhquxjfbes226,female,39.11798078038056,5,1,370377,44.99448462728599,F33,C
227,0,3,atsqalakhuscntxhoisjzmcokcctwljmkbazerig227,female,56.07356266973621,4,5,244310,42.83885891996961,B18,C
228,0,2,hzmrklhrxjiszzbdyanjiodwctvsihrkinrzpxuc228,female,41.808829135583714,2,6,SOTON/O.Q. 3101311,398.66219745249293,B41,S
229,1,2,dkhpnzyvchzxxzbvbbzlplkybnqoftnrflnjrfqr229,male,46.8888112058578,2,3,65303,71.82254777237026,C123,C
230,0,2,kzyffaknhsmwwzacfbdoysndkuptqfuhwhquuzkx230,female,41.46806882900372,8,2,2620,10.55978859698646,D33,S
231,0,1,ulmrvrbpqfqckyptoxerwodwqordprwfojxyqbte231,female,49.01761463035543,8,3,244270,308.1836527764123,B96 B98,Q
232,1,3,dkcyexmhmgizzwfttiwukxvxrlwmmirptzrjoula232,male,55.00123276623462,2,3,349204,302.3358173075546,D36,Q
233,1,3,bobffjtjqszkawxqtbmdvqkqftjowaqqhmrkbtan233,male,64.09338075001831,1,0,112059,414.74312743974554,C30,C
234,0,3,ihcpxytxxeehisksxzcztjrlqvzswgnaalyvvrfw234,male,59.39964828250451,3,2,24160,61.16336742047212,E77,C
235,1,2,ihecxjmfdstbvqjpmbkhtuqggqqkbgyzrdrlufhr235,male,42.312288641925115,8,0,336439,60.39360553885399,E12,Q
236,0,1,gxrhanmmveyneejqbqlwqhlknhlayayepmgsdkiz236,male,,0,5,312992,54.393110622118485,C148,Q
237,0,1,oleqghrrpsttazxiehbrjvcwuaadcdprywgqirzc237,female,48.55708389602483,0,3,345783,60.21877375639678,A5,Q
238,0,3,ciliqyhzxulgqrzxcebqvxroejmnmocatqybqcgu238,male,8.851118597348504,1,6,2659,132.61863892299286,B80,Q
239,0,2,hgcsjqjzdhttdmbyakddzwzzlqwicuyafgloiicz239,male,66.6674271256618,2,2,350029,15.780093637816371,C125,
240,1,2,iytdxepvxlfzmeuzepchqcgclnzgpzaglvgpzxts240,female,3.896268565299462,5,3,PC 17582,196.0538950884353,B41,
241,1,3,dasammdiyldnzibbugyypksuwjjhbfjfppuuotli241,male,65.19805133569763,1,6,14312,179.66479637602998,C49,
242,1,3,nslgstwjtbucymjdqonquvovttbqicpquqvlfupn242,male,44.10351192817135,0,3,349204,191.00851541297126,D20,Q
243,0,1,wwhkxybwgedfebwunievifrlfxpdvbuzxexczmuu243,male,,0,2,17465,14.192867712785706,D6,C
244,1,1,wlxbxvbgxyciigandhqjnuqpfytlqkeuyxnevltv244,male,60.503618961784504,8,6,4133,509.0416602304445,E121,C
245,1,1,kkzcfniwcenaldkmwbpdrbeijbpugldeblfxtfgc245,female,79.4188197380878,2,0,315151,140.78886621736868,B39,
246,0,1,zbbynmxzlttarlqbjtzdcgtjapphgtsgbvicriav246,male,1.9984540895996687,0,5,349246,27.677315398955674,D30,S
247,0,3,sadagoyduwuqoshuxdmljvcrgyrgntutzgebpyjx247,female,,1,4,234818,1.3249826799078745,D6,
248,1,2,qdrnfbkabscndtsksizemrvtwgjkdzjuviszrfoe248,female,24.61767341332081,3,4,19950,201.39940283906748,B28,S
249,1,2,rfxxwrthbpwjitmztvljoszwmshbuccwptvefhab249,male,5.492086382965244,3,2,347080,173.9544482850514,D20,C
250,1,2,miejvslbdxvknqyxmseuzxneqwpktsuvjymhhzwh250,female,53.94940019739049,4,2,3101264,201.305617090428,C49,Q
251,0,1,cwtvuqpccfmxmdhnmdkvdzuskpmjmlmwmhtdgkgj251,female,51.32072695258772,0,0,SOTON/O.Q. 3101305,314.11524880446126,A7,C
252,0,3,glmsteaapzpepntsbtvzaqpepgzpuivddenuclmf252,male,35.679351056572564,0,6,A/5 21171,93.44877847290378,B5,
253,0,3,iwlixmurhxdfxqnhjktovekuexqwnmpdcqtkmcnw253,female,24.824880385171948,0,5,8471,2.4519575298235354,D10 D12,C
254,1,1,mjqdazmcavxbavwtckbzhlnvwwhbzhggizdinosh254,female,78.0935239375601,2,6,PP 4348,354.18785705328753,B4,
255,1,3,stgoxpecqlrpvjfbnfreslywhbtdgxrqlksbcggm255,male,38.8204665045978,1,2,11668,469.64226244144743,C104,
256,0,1,tnunivzusxeymwjfscplrntqsutyyfroqvxmbdiq256,female,,2,1,349236,75.70041099890277,E58,
257,0,1,ioofqjwbvhiwzzcjdyozbgregqlgcldvnmrsmxif257,male,33.63292394509182,8,0,350025,88.92453263534071,T,Q
258,0,3,xkcniplhwyatbvoqqkvkhdgmvzfmzvyxcvnmvebg258,female,51.63714620229243,2,3,SOTON/OQ 392089,487.5598173361069,D37,S
259,0,1,oyuagdqsoyyygbblygyahkckrbcccokmzuwiigjf259,male,33.3597926547459,8,5,26707,509.9995335263204,B28,S
260,0,1,ytpupzostnssyazxizukidehlevqlgusydrqkypf260,female,52.22090724930393,0,0,250644,246.57205926880215,C91,
261,1,3,zhamzwpeppvpkslyonxjzrmuksrkivenqhdqfynb261,female,76.18279916595387,1,2,11813,135.43630627987147,D48,Q
262,1,2,laolyuomqatqleesdsbbmuujlahhtvjzvwjaojnj262,male,54.856686148272644,0,2,111427,77.79216547210031,D7,
263,1,3,khzrmpaxyouywcwcssyltxlydhjkbusnfxymizmf263,male,34.47369747393015,1,0,SC/PARIS 2149,188.96459201439419,E25,S
264,0,1,nurgtfndavryxnfcnbjtqnqbxtnwxgavnliejthf264,male,32.03913366304241,0,2,36947,208.9498922547877,E8,C
265,0,2,vvhsdjacebgjnbygcuqooumuqunofvjmewwgpzgq265,male,55.88104798414525,4,1,A/5. 3337,244.59314066437932,B42,Q
266,1,1,jyvefebpvpdjiefphdmqtcwjpejgaczlowtyyxjr266,male,79.6412978348949,2,0,2663,259.9272397894451,C52,C
267,1,2,nllpesfgmelkplycbtsnivrvzgbklxqpvtskjfnw267,female,72.20913603269805,8,0,350026,286.25405968877305,A19,S
268,0,3,tagctkxqbjrxxfffhjpcxtcaedmaxzeqbyhbengi268,female,55.12780746227225,2,3,113787,279.75401634637853,E63,Q
269,1,2,fdrvsntuomrmjtknwnuxccrgazmthpdlwynjfxib269,male,78.81157144920995,4,4,347077,349.411589259343,F38,C
270,1,1,hgzarvmcmemadevzbihiebfgviowcmpamplmrrab270,female,78.62868485954075,2,0,STON/O 2. 3101293,339.2280570314169,A14,
271,0,1,ojbvbkkfbtlejpbdaqirgusaxnrrijjssghknggf271,female,35.08647109936213,8,6,PC 17600,99.36359141697044,C2,
272,0,2,tslnrzqfofqydkliqvgexrwzbsihjhsniquedijp272,male,39.82288368931432,5,6,28664,502.7157480667516,D35,Q
273,0,3,odbmoscdfxsimaxozpidxllfcurehhblxluxapud273,female,46.73612183397724,0,3,SOTON/OQ 392089,510.93564767118784,B58 B60,S
274,1,3,admxbghtrzctazmplefwsudacorjdfbnbmyxbihe274,male,57.60797561736661,3,1,248733,447.8504387472989,E12,Q
275,1,1,lolrjecmgntoohntwilggcxqycxkkvfjswnkmqbc275,female,74.18241863046892,3,2,SOTON/O.Q. 392078,458.2246961975651,E17,S
276,0,1,ictatlibojtmgukbwamchhitdrasqsauknudftts276,female,25.121011688585796,3,1,SOTON/O.Q. 3101305,247.92746865321325,A24,C
277,0,3,qfscvhckzcigzlnorltnhcdzgfnsatlvsjwnmfwa277,female,42.546172383181975,2,1,C.A. 17248,26.74790204632641,A19,C
278,1,2,cfiptvqlfqitlynmoppzugjlfqiyibmzdomjtsrz278,female,20.350401489473285,0,1,364499,83.0047717269665,E25,C
279,1,1,yywvpsunloisenwzqozkbiwbnhnvjdewajydigrb279,male,24.89492120880481,3,6,PC 17597,160.91175071392027,E17,
280,1,3,mylhyezvvjzarjritnjlmwpiivcpolrroahhfrim280,female,77.34763197597084,1,0,26707,132.43752556930164,D26,
281,1,2,qkcmspfxbheoiicyhkccxgicjcqrtrnqemkdnijv281,female,67.2259105493657,2,6,PC 17475,185.41672649319707,E50,C
282,0,3,kcxsugufaziggornjcqobygsynhgzmbfynppsyan282,male,51.026909203207964,4,4,358585,492.50308842152225,D15,S
283,1,1,sgwsoqykqmpdwjjxitvzocyfgljhlemxgwqbsfdr283,female,25.639920504736157,1,1,111369,509.21279751765513,C62 C64,C
284,1,1,kxdvjzmsshmaiqqxsxnrifqsibdlqllcmjflacgq284,male,22.78412113299156,0,2,29105,88.70720842884326,B101,C
285,1,1,hjjldhvdbptuuwimnczvlyfhqztdcftnsnuvasad285,male,52.31094653608521,8,4,19988,22.453130266629262,F E69,C
286,1,1,zyqdrddivakyprxdyzruvorlwbznwfidkkjqxpzp286,male,,4,1,STON/O2. 3101279,362.1654572616805,B35,S
287,0,1,hulpjmkwllozlnzteccvmuostjrvztzvxgsnicae287,female,52.79900111124312,0,4,347068,116.93705181412508,C93,
288,0,2,fhkpspckkcqzccldlaihqebjgzdcmaddytzsdjhg288,female,52.07503608502859,5,2,347087,487.05773423851025,E40,S
289,0,3,xykgugvrdylumtxgbiyxvtqhkzdjfzfvoudgtaop289,male,21.467043266617118,0,6,364846,203.1462488530584,E58,C
290,1,3,ovemkantryavatgvhxoqusqiwhcwphbcizptesgd290,male,5.969877300310409,5,6,3101298,358.774842915485,A7,S
291,1,1,pqkyhwqnqewefhxuzceenmbwwoifemsobcpzcvir291,male,26.476419016062035,3,4,19877,496.70079368282546,B4,Q
292,0,2,yellaxtavbwlsagssntdbhxmhwwqiffvdtufqzvd292,female,13.524466458798743,8,4,C.A. 37671,71.76671464732277,C104,
293,1,1,imfcsuyorueoiitptswszfoyfsjpdnkldosajsnb293,female,14.259219318551914,3,6,237565,128.0792659667397,G6,C
294,0,2,ezvvetnyrpuaaicfejoecqexfzyrbwxmizewkrgo294,male,53.10079050679809,4,5,348123,26.116230483576107,A6,S
295,0,1,ptvncvgkayhcqfcnudfbpfnfspbxuckbspuypate295,female,28.465012065545128,8,0,248698,21.110152834234107,C70,
296,0,1,icbdmhqhvkrfbkpscusvuxfyruqmllsgctjamlsd296,female,56.840576072336354,3,0,11774,243.61478781090855,D6,S
297,0,3,louelexzznbgvudiylesclpojiduzvajsegkkash297,female,78.10221687193469,1,3,PC 17572,52.21100820185864,C82,Q
298,0,1,dvtnvuikkhcammkqgzbqfscnsdmvjxbihjtqtzoe298,female,36.51296341581141,1,5,STON/O 2. 3101288,327.3045647183044,B20,C
299,0,2,rlogjouwzezrtplnqaxbixsnnberezuyghidnvgx299,female,9.982210033705027,4,1,SOTON/OQ 392089,412.7299036755291,F G73,C
300,0,1,itavebxrhuqizxpdzeoetadhvhwysbjlsgexxgsc300,female,9.685183905151623,3,5,S.C./A.4. 23567,374.29424405955297,D7,S
301,0,3,wcetjeakjntpjophizfheemqwmbirkaxsifposra301,male,10.02817728209737,5,1,A/5 3536,173.63669676580886,C85,Q
302,1,3,dnzlhbfssqegagotepymimhoiddemhnpwtdxdtpg302,female,0.8155139458517917,4,2,28403,299.0360750308912,B41,
303,0,2,nlaarfrxfkrzzjcacymyjxkyxtaozyrovspdfkdb303,male,8.01454840894479,4,5,113807,35.34749544388295,B42,S
304,1,3,crazvyefbvjbqsxrqfoanvkkzbhgpfazxccpgbjj304,male,77.9070645068753,1,4,330923,128.75964113196378,E58,Q
305,1,1,avnvracmwahuavmctvfitrmeqsyotpxnihoqkfxx305,female,55.49273551552551,0,1,248733,11.175538480907319,A20,
306,0,3,ozpbwjqoxmcqjihbpjllyrmehsftjwzognjylqpv306,male,71.94741701198559,4,6,17466,23.40561819355604,B19,
307,0,2,lnwvyltpyuwcklrsdjtjsgxwebrxzsufymmpoitb307,female,33.61938969116426,0,5,113767,444.00813807457195,T,C
308,1,2,omtpcqteodhnahhzdchkwoidyagfqjvbhoqwploj308,male,54.05328525970576,0,0,4579,83.20120461083997,C87,Q
309,0,2,yqkycseltjzbkshoarmygifbaksjkswoqlthmawx309,female,15.140689663488313,8,5,111361,490.2434780413855,B5,
310,0,2,ltfkxpivgyifndfuvnfacunwajspqljpvvwlozey310,female,49.86518405238169,5,0,A/5 2466,38.68732160343613,C90,
311,0,2,ivxifkpbntiwrkdhucpjsexrtdfjdwgqilxezdmb311,male,49.369272499436825,5,0,19972,500.37523469480885,B41,Q
312,0,3,qaeboyrhnsebdqcqyginwjjnoqgklwcmfpywsadl312,female,67.00757419405888,3,4,113806,437.35105737960083,D19,S
313,1,3,ctbhsmfqqyvuebpkforpoptvwioyrqymbteuvvzf313,female,31.831816717515796,0,6,11755,215.3770089467508,B69,C
314,1,2,hamfwozxmxhhiferpvubupsfibwqpjbioudaybxr314,female,23.97444191199338,3,4,36963,170.57184714184038,C110,S
315,1,3,flvdgxsgrocdnxmjwwabdcdammqcdbpvczroqbsh315,male,70.55680660424453,0,2,250648,357.7607787346673,B78,
316,1,3,wmukabmntoorvnoctpsxbkifzpmljxbafkljopqc316,male,57.620398387041284,3,4,334912,62.28747588287155,A23,C
317,1,2,tmqrgwlbbhrqmsmwoomftnwhdmwluatsvshtkkgb317,male,56.02477631496771,0,5,349240,190.48490176613515,D17,S
318,0,1,qjrrqndgrixhcjwlethtxdtvbfltsnvpbdlrnqcg318,male,42.75209762113438,1,6,PC 17569,217.00046456294226,C126,Q
319,1,2,qomfzbsalwthecrslbkipbtdbnhskolmkyuzuaab319,male,76.28295618088639,4,4,54636,133.8468614266656,D26,C
320,0,2,odcloyezygkvteywogeninlrwnipicyopktolqyo320,female,52.48390021552893,0,0,2647,35.73080266315708,C46,
321,0,2,kznejqqvkmgtmyiyxlkmugswtqbyvfydxglgsnej321,female,11.3617310261249,2,2,17465,144.61169804278393,B5,S
322,0,3,sddmripiucuspaptmvvshswjarfmqbhdzqcbeqmc322,male,68.3063403468964,4,4,113776,291.9523113463087,C124,S
323,0,3,atkxjsedenhpgubuganvfnhwnuiuwqymmnleyhek323,female,24.325239150213054,0,1,2683,40.50924860471181,B39,
324,0,3,nfeixsdbcemydtqzljvxrppwvanjytdebowlzwut324,male,33.81896184013942,1,6,2627,98.25404025725419,B28,C
325,1,2,rsjdcsjeujlvxpoprwfhbfzkwufhwacvnnoijoec325,male,78.08611583650259,2,4,345777,128.0302364169871,E44,C
326,1,3,hrguhqukzjnuzwqzfcnsefhmgdepttxowfsncrny326,female,6.18375771238869,5,5,370373,125.13742365410691,E50,S
327,0,2,ibacfdguaeskqetfrxtwlrcmybgnbgghjrxgobih327,female,70.00721422281565,8,2,373450,342.5380934214544,B69,Q
328,0,3,ezazbsoajjqnfqlkfarevdbkyayovtggafwtrfwk328,male,46.51627214523124,0,4,2664,307.9540922671565,E49,C
329,1,2,xczjrpxqbuxkodktvvqrnyrclpevjnfwkyjnrtur329,female,70.76594491557368,8,1,315082,169.3659047589755,C93,
330,1,1,jhflhnzmfswvqmzmymbvpufblllekifqlnuyrlci330,female,18.019268494486035,2,5,234604,37.77276923483589,B18,S
331,1,2,vdwfxedejsqsatsvgvjlqdtxnvenyxxwnwsydcat331,male,77.48659086475467,4,4,A/S 2816,262.236139370108,B19,Q
332,0,2,xusnetuzchdxvczbjztpkqlzlnukhslmsgpimsta332,male,52.101078592177075,5,3,113781,308.4299683425605,,Q
333,0,1,ukgpidumtpwnmdbxeajvsqzgloemniinsmezeyff333,female,37.26918689454065,2,1,374746,213.16917116383465,B42,
334,0,3,mbgogknfhlbvpyhppjxaqvwclpgjmxpcdjprxnqm334,male,75.13408151478936,2,1,A/5. 10482,379.0742018624014,C123,Q
335,0,1,mymqazhchieycgswnptwgyhkotrqawvmnsqjebpg335,female,77.7368284570109,2,1,A/5 3902,255.24545597518207,E31,
336,1,3,lgkhwgwuscmctynzuuxuyjbplhzwvpzafvkfikwc336,female,13.783552600015957,4,1,2625,105.19809518614457,E38,C
337,0,2,iyezjlrweubjdlgpqoqzllbrpfrfcacrgizxgbxm337,female,12.611090778847496,8,5,312991,329.87953488632303,C106,C
338,0,3,phkulmfljfqarelzxktqoocaiormjzuvokralxas338,male,27.73018061937783,0,1,350029,231.79611427602543,E25,Q
339,0,3,ddwbwycvxndhhofwiechtwrdeezmbvejedwbwiii339,female,54.94027451190275,4,4,2649,43.89318477519536,D11,S
340,0,1,yspbrwvjgmuvoylfqsjnmwedjegiskvoqoejupct340,female,59.71907960530535,4,6,31027,461.78269131953914,B71,S
341,1,3,wwavefzwpwzldmtzxuljqwwuqcozxcualabthzuq341,male,34.04896332310105,0,0,237798,395.0327023441877,D36,Q
342,1,3,lxiqezealjvfvgwnneihimufrsgjsylrsofbujgw342,male,66.77746852696326,0,0,345779,201.60745346472171,B4,Q
343,0,1,eakfugqledovarpzzdlcekvppkurtgntpriyhgzm343,male,8.851144030197792,3,5,113509,368.70047913939396,B77,Q
344,1,3,chsijwlltogigvzkjtsrrrumfwjzldzydxcbxsxd344,male,33.83545738077561,0,6,C.A. 18723,356.69804486050197,A23,C
345,0,1,aulfgbzjdibnsprlyrusirnggqplslfsfdqfxtyk345,male,48.99257602222658,1,6,113804,325.6670548044888,C85,Q
346,0,2,ijhbzlqwvpsijzaiasmaywsrlyqxczzihtetzdvn346,female,20.482521581576947,8,4,349205,66.70998246168425,E36,S
347,1,3,szhtsnctnumjpetzkblrnhbbeoodmsifzgultsrf347,female,20.107938216648897,0,1,2687,311.531479927977,C101,S
348,1,1,zpnugsitsreusuqmvsqssjlgelwxcjziinzkhzzg348,male,60.96404369212366,8,1,349256,264.8868966219008,B69,Q
349,0,3,egrnlsksjlprmxbjiupmnlwpvgihohsjcwsiuawk349,female,1.0023445149460546,3,2,SOTON/OQ 392082,36.14728844840017,D33,Q
350,0,3,gueqnxsbyoetfyjdjoupfdmnuarvxkpcpudryzdg350,male,17.123722803317055,0,1,364851,220.0506392938555,F33,Q
351,1,3,eunvcdrnryetxffokepggedonpbzxwprvpxoqfas351,female,45.69318918600659,0,5,113051,25.514971689474937,D45,C
352,1,3,evvobdpzwddtwaxvizsvtuclofktgfahjcxurvzw352,female,50.34209083275184,4,3,34218,237.8157794062551,B57 B59 B63 B66,S
353,0,3,mjnlwvzeyaziwpaqloohkqgonqsaacqsfpqfgtlb353,female,68.66515945215363,4,4,348121,294.68055865046944,C47,
354,0,1,tbzmugmfgtsydeinoetbfhwgqwskrdvcfejemtjn354,male,16.290997068274326,3,1,349218,254.45977098785517,C92,S
355,1,2,uwgeozpjhaecdrkisfolvfbqxozsdmefhbbagkix355,female,36.16331406875968,0,5,370372,8.848457946572738,A6,C
356,1,2,fbudghwnviigjjvjdqfdidrvgivenyyosftlpizp356,female,72.63249162598531,2,5,2659,67.33554938897126,C65,S
357,1,1,veibgrdpezhsvzdpsxepaxnkqeoegrvqddarvngj357,male,53.76210348812528,0,1,17463,301.4066379156982,C54,Q
358,1,1,uafsrdslytckslslakpqlmrkbfhiaipbgbppxnlz358,female,70.7684394132947,1,0,315096,169.84403920006142,C124,
359,0,2,jlugtwwiwlveoejnpkxktyzkeafxgwihnovkfivz359,male,71.55519554336345,8,6,SOTON/OQ 3101317,429.1635868729486,D36,S
360,0,2,axnzkjduibaueewryklkmhcvjaxcfoqykuvahcfo360,female,66.05522017522162,4,1,236853,158.71172191281772,A36,C
361,1,3,lrezicatftmqzsxgkpmxjkukemxalwbitualxrtf361,female,59.77492871091131,4,6,PP 4348,126.9894425616569,B57 B59 B63 B66,C
362,0,2,chnnypxivaqzdefcoikocqjsnskmjdziswekqlxw362,female,33.53506959291272,0,4,349225,81.38087559323529,A6,
363,0,1,ochaimuyomwubpdzvvjtlmhnpedhklnliahaweep363,female,58.1092963072417,3,1,345778,91.80122549882253,C62 C64,C
364,0,1,vmoaprvnivydwyzqfrdaxtaswqftmglwhsgkeoxq364,male,26.278114789030873,0,2,PC 17604,238.13170365345061,C49,C
365,1,3,kvvdcbqznhecjmlseiqbemetrfgprmiuqrfojxml365,female,22.98120117408356,3,6,345779,169.9504320496859,C7,
366,0,1,lpavqcjmihxckzvigsqlnywdlnihcirycgubilkp366,female,56.92972341771303,5,3,4138,391.7041183115459,E8,S
367,0,1,noviflcammuuocwbsjluyimbkrmggkfeshuyaydf367,male,46.61527725884837,4,0,323592,344.0601397063054,A19,S
368,1,3,nlfrytqzzerbyeefuutsosypibnrufgkrekiroyv368,male,17.20649815245431,0,0,PP 4348,350.4901066172108,A16,C
369,0,3,xquooamlertotjikuhopqwgtzgczjrtupnyqdglp369,male,17.68973663358806,0,0,371060,339.90656888581765,D45,Q
370,0,1,ppifsrwbnfcxauxohfuthjctgzzyfpwmtroueiqp370,female,40.06105195729038,1,2,374910,44.26206342769564,B78,
371,1,2,uikcwnmcphoelyzztqfkjebootqqejaqywgpdqqv371,male,47.766152983325384,5,5,28213,393.13267802960536,A19,Q
372,0,1,luwrwseyzwiqmhwgvcyjxduorworjubvdbclyfkt372,male,75.2972930376719,3,6,A.5. 18509,362.0158113782082,C70,C
373,1,3,ngpoztvctnkwlzwqlnfudraogzzhhhntyrxwiuoi373,female,32.393128214004655,3,2,364512,41.32264725191002,B80,
374,0,2,zpludlnafsjambddqmodjabhydqwqcgiaxyhfmlo374,male,28.863351825316023,4,6,250643,55.47905391594779,C32,Q
375,1,3,njqokklsntatqfypileljazrahwphpfeiyosjmjs375,female,45.21113312813411,8,2,2223,241.57800993124243,B69,
376,1,3,jezbxolyufkyznvspsfuxbohieyvaxfsasbbzsbv376,male,79.14119877482464,8,6,C 7076,138.2878313655095,A36,
377,0,3,fwjcticomsefdfcbadswgxblruwzlpxikauczonp377,male,51.51964430844085,4,1,SOTON/OQ 392082,309.3486962325705,D49,Q
378,0,2,odolpurfhqnbrqfkkwkpppnfzmuqbwqrqkdvrtae378,female,10.697550809199717,3,3,345778,146.2897071090167,C126,S
379,1,2,hymdrwczrqiqydoxaplnejhvynysbormfgjlfiim379,female,58.98344584242001,0,0,350036,376.07072962267875,C7,
380,0,2,ezsaizzhgdmlgkvgawxecmhzobnpoxpuiiqvwcfy380,male,3.631273356920827,5,2,PC 17485,148.0066546346563,C118,C
381,1,1,dwcollauntwgvshxshdmuphyonjrczghjfdmglve381,female,56.39004298239935,3,3,345778,193.2739656768178,A19,S
382,0,1,blvzmximlkbkvsdczgiwdekprfewtosgzwtydfkg382,female,28.60979504145879,0,6,SOTON/O2 3101272,475.285666928575,C85,C
383,0,1,ekduyqptbekzyaytyqzststlcnncmqbqpedspwub383,male,67.54133445442342,0,2,349254,29.951610449680118,C118,C
384,1,3,ccdfvnmklbtvkyrhdslymnnbziakrhvmpcmxlhto384,female,8.534835585095177,8,1,C.A. 34651,56.547410669923714,E10,
385,1,2,ogybeqccyiuithnwiojnwvvopsqdcgbwqtuluiai385,female,25.18963571097878,0,1,S.C./PARIS 2079,492.55968394296605,C118,
386,1,2,xezxgekduxwvzbpeamwnlbvapflaxeqycieyrudh386,female,24.455674834024045,1,1,C.A. 33111,372.0868568313863,B35,C
387,0,3,xzauczomdonrjwlzcxkxpuixhcgntruobqkazedt387,male,,4,0,220845,72.21235456498721,E121,Q
388,0,3,oukyehrtqtigthgmgqpbzavmjsaozdrkmkfomqpw388,female,24.354819571939547,0,2,364498,444.62423318178196,B50,S
389,1,3,jieiykbfsuyuzbhqauisewgwsuwvkkupmqtkqhoe389,male,15.715095694370092,4,6,323592,125.0562785070866,F33,Q
390,0,3,omdqhjkzfgdqqhnaxhdpdybfewzfvopfsctchhqu390,male,13.67243498728807,4,6,113787,454.33041623092925,B28,Q
